10;1;2;3;4;5;10
6.42818;4.04967;4.27706;5.73497;6.38384;7.09419;14.315
5.6346;3.965;4.13262;6.3083;7.18886;8.45793;15.4171
6.17163;4.03937;4.81708;5.65323;6.97639;8.48391;15.9516
5.76659;4.04723;5.14797;5.7826;6.97609;8.55796;16.0625
5.64377;4.02906;4.82711;5.81657;7.06607;8.87588;16.5939
